Loc,Mfg,item,description,ext_desc,avail_o/h ,Comm_O/H,RANK,AISLE_ZONEBIN,vendor_id,plu_number,product_description,case_pack_size,size_desc,tax_flag, retail_price ,sub_department_number,sub_category_number,brand_identity,_merge
,,119297,,,,,,,AGF,7458405001,LIBBYS PINEAPPLE JUICE 1.36L,12,1.36LT,1,13.9,190,190002,LIBBY,right_only
,,119301,,,,,,,INT,72346000016,SOFTEE DIAPERS XLARGE 22S,8,LAG 22S,0,14.91,160,160004,SOFTEE,right_only
,,119303,,,,,,,INT,72346000027,SOFTEE DIAPERS MEDIUM 28S,8,MED 28S,0,18.95,160,160004,SOFTEE,right_only
,,119410,,,,,,,OTC,6038386038,PC STRAWBERRY JAM 500ML,12,500ML,1,26.9,380,380001,PRESIDENT CHOIC,right_only
,,119537,,,,,,,AGF,7338512050,RITZ TROPICAL FRUIT PUNCH 3L,6,3LT,1,15.6,190,190007,RITZ,right_only
,,11962,,,,,,,GEN,61248311962,WINFRESH SWT GINGER SCE 500ML,24,500ML,1,15.8,550,550004,WINFRESH,right_only
,,12-0504,,,,,,,ITC,73390900033,CALDERO CAST ALUM POT #4 22CM,1,22CM,1,42.7,370,370009,CALDERO,right_only
,,12-0507,,,,,,,ITC,73390900035,CALDERO CAST ALUM POT #7,1,,1,62.4,370,370009,CALDERO,right_only
,,12-0509,,,,,,,ITC,73390900036,CALDERO CAST ALUM POT #9 30CM,1,30CM,1,74.5,370,370009,CALDERO,right_only
,,120,,,,,,,OS,9175200120,O/S MUFFIN CHOC CHOC CHIP 113G,24,113G,1,5.4,530,530003,OTIS SPUNKMEYER,right_only
,,120-0001-03,,,,,,,FBA,8.99E+11,TROPICAL COOKING OIL 1000ML,12,1000ML,1,10.45,290,290001,TROPICAL,right_only
,,120000105,,,,,,,FCS,8.99E+11,TROPICAL COOKING OIL 2000ML,6,2000ML,1,19.5,290,290001,TROPICAL,right_only
,,12002,,,,,,,MISC,76396312002,TIGER MALT 275ML,24,275ML,1,5,190,190007,TIGER,right_only
,,12012881-573,,,,,,,HAP,2800036130,NESQUIK STRAWBERRY POWDR 400G,12,400,1,16.85,380,270006,NESQUIK,right_only
,,12019,,,,,,,SFT,3100012019,BANQUET CHIC BREAST STRIP 680G,12,380G,1,28.6,340,340004,BANQUET,right_only
,,12020,,,,,,,SFT,3100012020,BANQUET CHICKEN TENDERS 375G,8,24 oz,1,22.4,340,340004,BANQUET,right_only
,,12024,,,,,,,SFT,3100012024,BANQUET CHICKEN TENDERS 375G,12,375G,1,16.45,340,340004,BANQUET,right_only
,,12026,,,,,,,ASI,3100012026,BANQUET CHICKEN NUGGETS 425G,12,425G,1,16.45,340,340004,BANQUET,right_only
,,120303,,,,,,,AGF,5100000007,CAMPBELLS TOMATO JUICE 163ML,48,163ML,1,22.05,190,190002,CAMPBELL,right_only
,,120378,,,,,,,AGF,5100001293,CAMPBELLS TOMATO JUICE 340ML,24,340ML,1,6.05,190,190002,CAMPBELL,right_only
,,1203P,,,,,,,PRD,2791804061,ICEBERG LETTUCE,30,30,1,8,330,330001,TANIMURA,right_only
,,1203P,,,,,,,PRD,76532165020,ICEBERG LETTUCE,30,30CNT,1,8,330,330001,A/CLASSIC,right_only
,,1203P,,,,,,,PRD,3338365020,ICEBERG LETTUCE ,30,CT,1,8,330,330001,,right_only
,,1203P,,,,,,,PRD,6055620040,ICEBERG LETTUCE,30,1CNT,1,8,330,330001,QUEEN VICTORIA,right_only
,,120436,,,,,,,AGF,5100000366,CAMPBELLS TOMATO JUICE 1.36L,12,1.36LT,1,14.2,190,190002,CAMPBELL,right_only
KT,,1205,ADOBE W/O PEPPR12/12, ,1,0,D,999004,BAD,3384401205,BADIA ADOBO  W/O PEPPER 361.4G,12,361.4G,1,12.05,550,550002,BADIA,both
KT,,1205,ADOBE W/O PEPPR12/12, ,1,0,D,999004,GBR,2000402,PORK TENDERLOIN,1,1 LB,1,0,340,340002,PORK,both
,,1205123,,,,,,,FTI,1115314788,F/TOWN APRICOT PRESERVE 510G,12,510G,1,19.35,380,380001,FOODTOWN,right_only
,,1205139,,,,,,,FTI,1115314794,F/TOWN ORANGE MARMALADE 510G,12,510G,1,17.95,380,380001,FOODTOWN,right_only
,,1205142,,,,,,,FTI,1115314782,F/TOWN RASPBERRY PRESERVE 510G,12,510G,1,25.65,380,380001,FOODTOWN,right_only
,,1206437,,,,,,,FTI,1115314765,F/TOWN  STRAWBERRY SPREAD 567G,12,567G,1,13.8,380,380001,FOODTOWN,right_only
,,1207,,,,,,,GBR,2000936,MILD ITALIAN SAUSAGE,1,1 LB,1,0,390,390005,SAUSAGE,right_only
,,1207B,,,,,,,GBR,7778200816,JOHNSONVILLE MILD ITL SAUS538G,12,538G,1,32.7,390,390005,JOHNSONVILLE,right_only
,,1208,,,,,,,GBR,2000412,BABY BACK RIBS,1,1LB,1,0,340,340002,PORK,right_only
,,12082,,,,,,,HUN,4430012082,LA CHOY SWEET & SOUR SCE 283G,6,283G,1,20.3,490,490005,LA CHOY,right_only
,,1208P,,,,,,,PRD,6055690001,ROMAINE LETTUCE 3CT,12,3 HEARTS,1,14.55,330,330001,QUEEN VICTORIA,right_only
,,1208P,,,,,,,PRD,2791820524,ROMAINE HEARTS 3S,12,1,1,14.55,330,330001,TANIMURA,right_only
,,1208P,,,,,,,PRD,6055690000,Q/VICTORY ROMAINE HEARTS 3S,12,3S,1,14.55,330,330001,QUEEN VICTORIA,right_only
,,1209,,,,,,,GBR,2000302,PORK ENDS,1,1 LB,1,,340,340002,PORK,right_only
,,120998,,,,,,,AGF,7576000103,SYFO LEM/LIME SPRK WATER 2LT,8,750ML,1,11.45,190,190001,PERRIER ,right_only
,,1209P,,,,,,,PRD,6055660220,SPINACH 285G,12,285G,1,15.05,330,330001,QUEEN VICTORIA,right_only
,,121061,,,,,,,AGF,7066201003,NISSIN TOP RAMEN CHICKEN 85G,24,85G,1,2.3,600,600012,NISSIN,right_only
KT,AGF,121095,TOP RAMEN SHRIMP24/3, ,7,0,A,999003,AGF,7066201010,NISSIN TOP RAMEN SHRIMP 85G,24,85G,1,2.3,600,600012,NISSIN,both
,,121111,,,,,,,AGF,1480051324,CLAMATO TOMATO C/TAIL 946ML,12,946ML,1,14.6,190,190002,CLAMATO,right_only
,,121160,,,,,,,AGF,5100000336,CAMPBELLS V-8 JUICE 1.36L,12,1.36LT,1,11.6,190,190002,CAMPBELL,right_only
,,121251,,,,,,,AGF,5100001161,CAMPB CRM OF CELERY SOUP 305G,48,305G,1,11.15,600,600011,CAMPBELL,right_only
,,121301,,,,,,,AGF,5100001021,CAMPBELL VEGETABLE SOUP 298G,12,298G,1,11.3,600,600011,CAMPBELL,right_only
,,121335,,,,,,,AGF,5100001231,CAMPBELLS VEG BEEF SOUP 298G,48,298G,1,11.25,600,600011,CAMPBELL,right_only
,,121338,,,,,,,OTC,6038372295,EXACT CONTROL GRIP MD T/BRUSH,12,MEDIUM,1,6.85,180,180001,EXACT,right_only
,,121343,,,,,,,AGF,5100000011,CAMPBELLS TOMATO SOUP 305G,48,305G,1,10.05,600,600011,CAMPBELL,right_only
,,121384,,,,,,,AGF,7066201001,NISSIN TOP RAMEN ORIENTAL 85G,24,85G,1,1.95,600,600012,NISSIN,right_only
,,1214,,,,,,,BC,61914100000,BAKERS CH BAGELS PLAIN 565G,18,565G,1,12.2,200,200004,BAKERS CHOICE,right_only
,,1215,,,,,,,VIG,7107201215,ALESSI COARSE SEA SALT 680G,6,680G,1,10.65,550,550002,ALESSI,right_only
,,1216,,,,,,,BC,61914100004,BAKERS CH BAGELS CIN RAIS 565G,18,565G,1,14.2,200,200004,BAKERS CHOICE,right_only
,,1216,,,,,,,VIG,7107201216,ALESSI FINE SEA SALT 680G,6,680G,1,10.65,550,550002,ALESSI,right_only
,,121631,,,,,,,JGA,7.79E+11,COMFORT CLASSIC 450ML,15,450ML,1,11.35,370,370001,COMFORT,right_only
,,121632,,,,,,,JGA,7.89E+11,COMFORT CLASSIC 1LT,12,1 LT,1,9.1,370,370001,COMFORT,right_only
,,121633,,,,,,,JGA,7.89E+11,COMFORT FAB COND TROP BRZ 1.8L,6,1.8,1,19.65,370,370001,COMFORT,right_only
,,121637,,,,,,,JGA,7.89E+11,COMFORT CLASSIC 1.8LT,6,1.8LT,1,19.65,370,370001,CONFORT,right_only
,,121638,,,,,,,JGA,7.89E+11,COMFORT CLASSIC 3LT,4,3LT,1,28.6,370,370001,COMFORT,right_only
,,121639,,,,,,,JGA,7.89E+11,COMFORT FAB SOFTNER 3L,4,3 L,1,28.75,370,370001,COMFORT,right_only
,,121699,,,,,,,AGF,3040000061,SPARKLE WHITE TOWEL 2PLY 1ROLL,30,2PLY/1RL,1,7,430,430002,SPARKLE ,right_only
,,1217,,,,,,,GBR,2005262,PROSCUITO HAM,1,1 LB,1,0,320,320001,DELI,right_only
,,12171,,,,,,,OSV,63551599410,CHILDREN COLD & ALLERGY 118ML,6,118,,17.78,360,360003,QUALITY CHOICE,right_only
,,12172,,,,,,,OSV,63551599699,QC TUSSIN DM COUGH SUPP 118ML,6,118,,13.5,360,360003,QUALITY CHOICE,right_only
KT,,122010,CAMPBELL BEEF BROTH,12/10.5 OZ,1,0,A,999003,AGF,5100001187,CAMPBELLS BEEF BROTH 10.5OZ,12,10.5 OZ,1,11.45,600,600011,CAMPBELL,both
KT,,122010,CAMPBELL BEEF BROTH,12/10.5 OZ,1,0,A,999003,AGF,5100001187,CAMPBELLS BEEF BROTH 10.5OZ,12,10.5 OZ,1,11.45,600,600011,CAMPBELL,both
,,122028,,,,,,,AGF,7066201002,NISSIN TOP RAMEN BEEF 85G,24,85G,1,2.2,600,600012,NISSIN,right_only
,,122036,,,,,,,AGF,5100001251,CAMPBELL CHIC NOODLE SOUP305G,48,305G,1,9.75,600,600011,CAMPBELL,right_only
KT,,122051,CAMP CRM CHICK 48/10, ,1,0,C,999003,agf,5100001031,CAMP CRM OF CHICKEN 298G,48,298G,1,11.25,600,600011,CAMPBELL,both
,,1221,,,,,,,GBR,2005921,TURKEY HAM,1,1 LB,1,0,320,320001,TURKEY,right_only
,,122143,,,,,,,AGF,5100001367,CAMP NEW ENG CLAM CHOWDER 298G,12,298G,1,11.4,600,600011,CAMPBELL,right_only
KT,,122150,CAMP BEEF CONS12/10Z,12/10.5 OZ,1,0,D,999003,AGF,5100001047,CAMP BEEF CONSOMME SOUP 298G,12,298G,1,11.45,600,600011,CAMPBELL,both
KT,,122150,CAMP BEEF CONS12/10Z,12/10.5 OZ,1,0,D,999003,AGF,5100001047,CAMP BEEF CONSOMME SOUP 298G,12,298G,1,11.45,600,600011,CAMPBELL,both
KT,AGF,122168,GERB LIL CRUNCH RANC,6/1.48 OZ,1,0,B,999003,AGF,1500004836,GERBER LIL CRUNCHIES RANCH 42G,6,1.48OZ,1,12.2,160,160001,GERBER,both
KT, ,122168,GERB LIL CRUNCH RANC,6/1.48 OZ,1,0,B,999003,AGF,1500004836,GERBER LIL CRUNCHIES RANCH 42G,6,1.48OZ,1,12.2,160,160001,GERBER,both
,,122176,,,,,,,agf,5100001261,CAMP CRM OF MUSHROOM SOUP305G,48,305G,1,7.75,600,600011,CAMPBELL,right_only
,,122192,,,,,,,AGF,5100001177,CAMP FRENCH ONION SOUP 298G,12,298G,1,10.25,600,600011,CAMPBELL,right_only
,,1222,,,,,,,GBR,2000518,WHOLE TURKEY BREAST,1,1 LB,0,0,390,390001,TURKEY,right_only
,,1223,,,,,,,CTL,5.00E+11,ESS W/ROSE PORRIGE OATS 500G,12,500G,1,5.1,260,260002,ESS WAITROSE,right_only
,,1224,,,,,,,CTL,5.00E+11,ESS WAITROSE PORRIDGE OATS 1KG,12,1KG,1,9.9,260,260002,ESS WAITROSE,right_only
,,1224,,,,,,,GBR,2005926,PITT HAM,1,1 LB,1,0,320,320001,DELI,right_only
,,1224,,,,,,,GOY,4133101224,GOYA 100% PURE CORN OIL 1.8LT,9,1.8LT,1,34,290,290001,GOYA,right_only
,,122515,,,,,,,AGF,76211188812,KEURIG B/FAST BLND MED RS10CUP,6,10CUPS,1,55.5,190,190006,KEURIG,right_only
,,1227,,,,,,,GOY,4133101227,GOYA CORN OIL 100% PURE 473ML,24,473ML,1,20.2,290,290001,GOYA,right_only
,,12271211,,,,,,,NES,7.50E+11,COFFEEMATE COFFEE CRM ORIG435G,12,435G,1,15.35,270,270003,COFFEEMATE,right_only
KT,,122812,BC PIE CRUST MX12/11, ,1,0,E,999003,AGF,1600042940,BC PIE CRUST 311G,12,311G,1,15.6,170,170004,BETTY CROCKER ,both
,,1229,,,,,,,GOY,4133101229,GOYA 100% PURE CORN OIL 708ML,12,708ML,1,22.9,290,290001,GOYA,right_only
KT, ,122937,LIBBY MIX VEG 12/8.5, ,2,0,A,999003,AGF,3710003807,LIBBY MIX VEGETABLES 149G,12,149G,1,4.6,610,610001,LIBBY,both
KT,,122945,LIBBY SWT PEAS 12/8Z, ,1,0,D,999003,AGF,3710004205,LIBBYS SWEET PEAS 241G,12,241G,1,4.6,610,610004,LIBBY,both
,,122952,,,,,,,AGF,3710003640,LIBBYS WK SWT CORN 248G,12,248G,1,4.6,610,610001,LIBBY,right_only
,,122960,,,,,,,AGF,3710003603,LIBBYS CREAM ST SWT CORN 241G,12,241G,1,4.6,610,610001,LIBBY,right_only
KT, ,122986,LIBBY CUT GRN BEANS,12/8OZ,1,0,C,999003,AGF,3710003319,LIBBY CUT GREEN BEANS 227G,12,227G,1,4.6,610,610004,LIBBY,both
KT, ,122986,LIBBY CUT GRN BEANS,12/8OZ,1,0,C,999003,AGF,3710003319,LIBBY CUT GREEN BEANS 227G,12,227G,1,4.6,610,610004,LIBBY,both
,,123,,,,,,,COR,8094300268,SHORTBREAD COOKIES,12,,1,4,530,530003,SHORTBREAD,right_only
,,123091,,,,,,,AGF,3760016901,HORMEL CHIC BREAST WTR NSA142G,12,142G,1,11.6,610,610006,HORMEL,right_only
,,1231150,,,,,,,FTI,1115319174,F/TOWN DESIGN PLATES 48/7IN,12,48X7IN,1,27.9,430,430005,FOODTOWN,right_only
,,12312,,,,,,,MISC,1122012312,DEE JAYS MACE,1,,1,2.9,550,550006,DEE JAYS,right_only
,,1231468,,,,,,,FTI,1115319078,F/TOWN PLASTIC CUPS 16OZ 20S,24,16OZ X 20,1,5.8,430,430005,FOODTOWN,right_only
,,1232,,,,,,,VIG,7107201232,VIGO HEARTS OF PALM 220G,12,220G,1,12,610,610001,VIGO,right_only
,,12321,,,,,,,OSV,355159570,QC TUSSIN CF M/SYMP COLD 118ML,12,118,,14,360,360003,QC ,right_only
,,12321,,,,,,,OSV,63551595706,QC TUSSIN ADULT M/SYS COLD 118,6,118,,14,360,360003,QC ,right_only
KT,,123224,SPAM LUNCHEON MEAT,24/12 OZ,1,0,E,999003,AGF,3760013872,HORMEL SPAM 340G,24,340G,1,20.1,610,610006,HORMEL,both
KT,,123224,SPAM LUNCHEON MEAT,24/12 OZ,1,0,E,999003,AGF,3760013872,HORMEL SPAM 340G,24,340G,1,20.1,610,610006,HORMEL,both
KT,,123273,NISSIN CUP NDL BEEF,12/2.25OZ,3,0,C,999003,AGF,7066203001,NISSIN CUP BEEF NOODLE 64G,12,64G,1,4.6,600,600012,NISSIN,both
KT,,123273,NISSIN CUP NDL BEEF,12/2.25OZ,3,0,C,999003,AGF,7066203001,NISSIN CUP BEEF NOODLE 64G,12,64G,1,4.6,600,600012,NISSIN,both
KT,,123307,NISSIN CUP NDL SHRMP,12/2.25 OZ,3,0,C,999003,AGF,7066203002,NISSIN CUP NDLE W/SHRIMP 64G,12,64G,1,4.6,600,600012,NISSIN,both
KT,,123307,NISSIN CUP NDL SHRMP,12/2.25 OZ,3,0,C,999003,AGF,7066203002,NISSIN CUP NDLE W/SHRIMP 64G,12,64G,1,4.6,600,600012,NISSIN,both
,,1234122,,,,,,,FTI,1115319107,F/TOWN AST H/DTY CUTLERY 51S,24,51,1,5.25,430,430005,FOODTOWN,right_only
,,1234123,,,,,,,FTI,1115319104,F/TOWN ASST HVY DTY FORKS 51S,24,51,1,5.25,430,430005,FOODTOWN,right_only
,,1234124,,,,,,,FTI,1115319101,F/TOWN AST HVY DTY SPOONS 51S,24,51,1,5.25,430,430005,FOODTOWN,right_only
,,1235,,,,,,,GOY,4133101235,GOYA VEG OIL 100% SOYBEAN473ML,24,473ML,1,13.4,290,290001,GOYA,right_only
,,1235020,,,,,,,FTI,1115320603,F/TOWN LUNCH NAPKINS 2P 100CT,24,2PLYX100,1,16.75,430,430002,FOODTOWN,right_only
,,1235024,,,,,,,FTI,1115320600,F/TOWN DINNER NAPKINS 3PLY 40,24,3PLYX40,1,11.8,430,430002,FOODTOWN,right_only
,,1235025,,,,,,,FTI,1115320539,F/TOWN DUSTING CLOTHS 20S,12,20CT,1,14.35,370,370003,FOODTOWN,right_only
,,123562,,,,,,,AGF,3710003318,LIBBY CUT GREEN BEANS 411G,24,411G,1,6.55,610,610004,LIBBY,right_only
,,123596,,,,,,,AGF,3710003613,LIBBYS CS SWEET CORN 425G,24,425G,1,7.65,610,610001,LIBBY,right_only
,,1236,,,,,,,VIG,7107201236,VIGO ARTICHOKE HEARTS QRT 240G,12,240G,1,12.9,610,610001,VIGO,right_only
,,123604,,,,,,,AGF,3710003662,LIBBY WK SWEET CORN 432G,24,432G,1,7.2,610,610001,LIBBY,right_only
KT,,123612,LIBBY SWT PEAS 24/15, ,1,0,E,999003,AGF,3710004213,LIBBYS SWEET PEAS 425G,24,425G,1,7.5,610,610004,LIBBY,both
,,1237,,,,,,,GOY,4133101237,GOYA 100% PURE VEG OIL 708ML,12,708ML,1,16.9,290,290001,GOYA,right_only
,,123786,,,,,,,AGF,7112104435,HOT SHOT ROACH&ANT FR PINE496G,12,496G,1,14.7,370,370013,HOT SHOT,right_only
,,1239,,,,,,,GOY,4133101239,GOYA VEGETABLE OIL 1.42LT,9,1.42LT,1,29.35,290,290001,GOYA,right_only
,,124-0004-15,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER FR MORN 50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0004-40,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER SENSITIVE 50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0004-45,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER CONFID ME50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0004-60,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER EXTR FRESH50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0004-70,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER EXTRM DRY 50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0004-75,,,,,,,BBD,6.00E+11,SHOWER TO SHOWER COOL MUSK 50M,1,50ML,1,5.15,180,180005,SHOWER TO SHOW,right_only
,,124-0005-15,,,,,,,BBD,61676200085,POWER HOUSE TUNGSTEN STRNG50ML,12,50ML,1,3.65,180,180005,POWER HOUSE,right_only
,,124-0005-18,,,,,,,BBD,61676200096,POWER HOUSE TITANIUM 50ML,12,50ML,1,3.65,180,180005,POWER HOUSE,right_only
,,124-0005-22,,,,,,,BBD,61676200118,POWER HOUSE BRONZE CLASS 50ML,12,50ML,1,3.65,180,180005,POWER HOUSE,right_only
,,124-0005-35,,,,,,,BBD,6.00E+11,CLERE LANOLIN&GLYCRN LOTN400ML,1,400ML,1,7.95,180,180004,CLERE,right_only
,,124-0005-38,,,,,,,BBD,6.00E+11,CLERE RICH MUSK LOTN400ML,1,400ML,1,7.95,180,180004,CLERE,right_only
,,124-0005-40,,,,,,,BBD,6.00E+11,CLERE COCOA BUTTER LOTN400ML,1,400ML,1,7.95,180,180004,CLERE,right_only
,,124-0005-42,,,,,,,BBD,61676213760,CLERE TROP C/NUT LOTN400ML,1,400ML,1,7.95,180,180004,CLERE,right_only
,,124-0005-48,,,,,,,BBD,6.00E+11,CLERE ARGAN BUTTER LOTN400ML,1,400ML,1,7.95,180,180004,CLERE,right_only
,,124-0005-62,,,,,,,FBA,6.00E+11,DRM GIRL CANDY PERFUME 100ML,1,100ML,1,5.2,180,180009,DREAM GIRL,right_only
,,124-0005-64,,,,,,,FBA,61676262100,DRM GIRL LOVE PERFUME 100ML,1,100ML,1,5.2,180,180009,DREAM GIRL,right_only
,,124-0005-64,,,,,,,FBA,6.00E+11,DRM GIRL LOVE PERFUME 100ML,1,100ML,1,5.2,180,180009,DREAM GIRL,right_only
,,124-0005-66,,,,,,,FBA,6.00E+11,DRM GIRL SECRET PERFUME 100ML,1,100ML,1,5.2,180,180009,DREAM GIRL,right_only
,,124-0005-80,,,,,,,FBA,6.00E+11,LULU DEEP MUSK P/SPRAY 65ML,1,65ML,1,7.85,180,180009,LULU,right_only
,,124-0005-82,,,,,,,FBA,6.00E+11,LULU AMBAR P/SPRAY 65ML,1,65ML,1,7.85,180,180009,LULU,right_only
,,124-0005-84,,,,,,,FBA,6.00E+11,LULU MUSK FOR YOU P/SPRAY 65ML,1,65ML,1,7.85,180,180009,LULU,right_only
,,124-0005-86,,,,,,,FBA,6.00E+11,LULU MUSK NO 1 P/SPRAY 65ML,1,65ML,1,7.85,180,180009,LULU,right_only
,,124-0005-88,,,,,,,FBA,6.00E+11,LULU BLACK MUSK P/SPRAY 65ML,1,65ML,1,7.85,180,180009,LULU,right_only
,,124-0006-20,,,,,,,FBA,6008292,TOP SOC NAIL POLISH RMV 100ML,12,100ML,1,3.7,180,180002,TOP SOCIETY ,right_only
,,1241141,,,,,,,FTI,1115319909,F/TOWN SLIDER BAGS 1 GL 15S,12,1GLX15,1,10.3,430,430008,FOODTOWN,right_only
,,1241143,,,,,,,FTI,1115320007,F/TOWN JOMBO FREEZER BAGS 10S,12,10,1,13.6,430,430008,FOODTOWN,right_only
,,1241360,,,,,,,FTI,1115319996,F/TOWN SANDWICH BAGS RECLO 100,12,100,1,20.3,430,430008,FOODTOWN,right_only
,,1241360,,,,,,,FTI,1115319995,F/TOWN SANDWICH BAG RECLO 90S,12,90,1,20.3,430,430008,FOODTOWN,right_only
,,1241376,,,,,,,FTI,1115319923,F/TOWN TRASH BAGS 30 GAL 20S,12,30GALX20,1,32.55,370,370008,FOODTOWN,right_only
,,1241378,,,,,,,FTI,1115319950,F/TOWN TALL KITCHEN BAGS 15S,12,15CT,1,18.25,430,430008,FOODTOWN,right_only
,,1241380,,,,,,,FTI,1115319926,F/TOWN 30GL TRASH BAGS 40S,6,30GALX40,1,55.2,370,370008,FOODTOWN,right_only
,,1241386,,,,,,,FTI,1115319952,F/TOWN 13GL TALL KITCH BAG30S,12,13GALX30,1,30.75,430,430008,FOODTOWN,right_only
,,1241392,,,,,,,FTI,1115319935,F/TOWN FOOD&BREAD BAGS 75S,12,75CT,1,12.45,430,430008,FOODTOWN,right_only
,,1241400,,,,,,,FTI,1115319955,F/TOWN SML GARBAGE BAGS 30/4GL,12,4GALX30,1,15.95,370,370008,FOODTOWN,right_only
,,1241406,,,,,,,FTI,1115319962,F/TOWN MED GARBAGE BAGS 8GL 20,12,8GLX20,1,13.95,370,370008,FOODTOWN,right_only
,,1241420,,,,,,,FTI,1115319980,F/TOWN 30GL TRASH BAGS 80S,3,30GALX80,1,54.1,370,370008,FOODTOWN,right_only
,,1241444,,,,,,,FTI,1115320024,F/TOWN DRAWSTR LRG TRASH20/30G,12,30GALX20,1,44.85,370,370008,FOODTOWN,right_only
,,1241446,,,,,,,FTI,1115320013,F/TOWN HANDTOP TRASH BAG 30GL,12,30GAL,1,14.45,370,370008,FOODTOWN,right_only
,,1242,,,,,,,GOY,4133101242,GOYA PURE VEGETABLE OIL 1.18LT,9,1.18LT,1,24.1,290,290001,GOYA,right_only
,,1242020 or 1714394,,,,,,,FTI,1115319750,F/TOWN ALUMINUM FOIL 37.5SQ.FT,35,37.5SQFT,1,8.25,430,430007,FOODTOWN,right_only
,,1242032,,,,,,,FTI,1115319730,F/TOWN ALUMINUM FOIL 200 SQ.FT,12,200SQFT,1,47.7,430,430007,FOODTOWN,right_only
KT,,124222,SPAM LITE MEAT 12/12, ,1,0,W,999003,AGF,3760017534,HORMEL SPAM LITE 340G,12,340G,1,20.1,610,610006,HORMEL,both
,,124263,,,,,,,AGF,1122511787,DOMESTIX LAWN&LEAF 12CT/39GAL,12,12X39GAL,1,13.25,370,370008,DOMESTIX ,right_only
,,1243002,,,,,,,FTI,1115320318,F/TOWN CLR PLASTIC WRAP 100FT,24,100FT,1,6.6,430,430007,FOODTOWN,right_only
,,1243006,,,,,,,FTI,1115320320,F/TOWN PLASTIC WRAP 200SQ.FT,24,200SQFT,1,8.4,430,430007,FOODTOWN,right_only
,,124305,,,,,,,AGF,1122511782,DOMESTIX TRASH BAGS 40CT/30GAL,6,40X30GAL,1,26.4,370,370008,DOMESTIX ,right_only
,,124313,,,,,,,AGF,1122511779,DOMESTIX TRASH BAGS 10/30GAL,12,10X30GAL,1,7.3,370,370008,DOMESTIX ,right_only
,,124362,,,,,,,OTC,6038367219,PC PURE SESAME OIL 185ML,12,185ML,1,18.6,290,290001,PRESIDENT CHOIC,right_only
,,124370,,,,,,,AGF,1122511772,DOMESTIX TALL KTCHN 22CT/13GAL,12,22X13 GAL,1,15.5,370,370008,DOMESTIX ,right_only
,,1244028,,,,,,,FTI,1115318905,F/TOWN WAX PAPER 75 SQ FT,24,75SQFT,1,7.3,430,430007,FOODTOWN,right_only
,,124404,,,,,,,AGF,1122511770,DOMESTIX TALL KITCHEN B15/13GL,12,15x13GAL,1,7.65,370,370008,DOMESTIX ,right_only
,,124438,,,,,,,AGF,80276308080,SUNSWEET PITTED DATES 284G,12,284G,1,25.9,530,530004,SUNSWEET,right_only
,,1246,,,,,,,GOY,4133101246,GOYA 100% CANOLA OIL 473ML,24,473ML,1,13.55,290,290001,GOYA,right_only
,,1248,,,,,,,GOY,4133101248,GOYA 100% CANOLA OIL 708ML,12,708ML,1,18.15,290,290001,GOYA,right_only
,,1249,,,,,,,GOY,4133101249,GOYA PURE CANOLA OIL 1.18LT,9,1.18LT,1,26.05,290,290001,GOYA,right_only
,,124990,,,,,,,OTC,6038300261,NN WHOLE KERNEL CORN 341ML,24,341,1,8.8,610,610001,NO NAME,right_only
,,125-0010-25,,,,,,,BBD,60417500252,HOUSE MASTER BROOM M9,1,1CT,1,33.25,370,370011,HOUSE MASTER,right_only
,,125-0010-30,,,,,,,FBA,60417500248,HOUSE MASTER BROOM M61,1,1CT,1,31.05,370,370011,HOUSE MASTER,right_only
,,125-0010-32,,,,,,,FBA,60417500249,HOUSE MASTER BROOM M10,1,1CT,1,27.35,370,370011,HOUSE MASTER,right_only
,,125-0010-72,,,,,,,BBD,7.90E+11,ALKIN CARPET BROOM W/HAN #7966,1,,1,26.55,370,370011,ALKIN,right_only
,,125-0016-10,,,,,,,FBA,60417500414,H/MASTER COBWEB BROOM,1,1CT,1,75.45,370,370011,HOUSE MASTER,right_only
,,1250,,,,,,,GOY,4133101250,GOYA CANOLA OIL OMEGA 3 1.42LT,9,1.42LT,1,29.75,290,290001,GOYA,right_only
,,125070,,,,,,,AGF,478293,U/WOOD ROAST BEEF SPREAD 120G,24,120G,1,13.1,600,600003,UNDERWOOD,right_only
,,12510,,,,,,,KGF,4400001251,OREO HANDY 6 SNACK PACKS 168G,12,168G,1,14.8,530,530003,OREO,right_only
,,1251032,,,,,,,FTI,1115320497,F/TOWN TOWELS 2-PLY 85 SHEETS,30,2PLY/85SQ,1,6.7,430,430001,FOODTOWN,right_only
,,1251070,,,,,,,FTI,1115320498,F/TOWN TOWELS 2-PLY 6 ROLLS,4,2PLYX6RL,1,53.6,430,430001,FOODTOWN,right_only
